Scientific_Name_Original,Common_name,Scientific_Name,Taxon_Rank,Kingdom,Phylum,Class,Family,Genus,Species,Latitude,Longitude,Country,State,Year,Event_Date,month,day,rowid,Suburbs,Postcode
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-36.9987,144.4545,Australia,Victoria,2011,2011/12/28,12,28,2911, Redesdale ,3444
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.7056,141.9909,Australia,Victoria,2011,2011/05/31,5,31,2912, Hamilton ,3300
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.4522,143.8499,Australia,Victoria,2011,2011/02/28,2,28,2913, Sulky ,3352
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-36.9,144.4,Australia,Victoria,2011,2011/12/28,12,28,2914, Eppalock ,3551
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-38.005,145.341,Australia,Victoria,2012,2012/02/10,2,10,2915, Harkaway ,3806
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.7,145.2,Australia,Victoria,2012,2012/02/29,2,29,2916, Kangaroo Ground ,3097
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.7202,143.4077,Australia,Victoria,2012,2012/10/15,10,15,2917, Skipton ,3361
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.632,145.346,Australia,Victoria,2012,2012/09/27,9,27,2918, Christmas Hills ,3775
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6,142.7,Australia,Victoria,2012,2012/02/01,2,1,2919, Willaura ,3379
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.8128,145.2136,Australia,Victoria,2012,2012/06/11,6,11,2920, Mitcham ,3132
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-36.5,143.9,Australia,Victoria,2012,2012/01/19,1,19,2921, Salisbury West ,3517
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.1327,144.2642,Australia,Victoria,2012,2012/06/19,6,19,2922, Fryerstown ,3451
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.7434,145.2438,Australia,Victoria,2012,2012/02/29,2,29,2923, Warrandyte ,3113
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37,142.8,Australia,Victoria,2012,2012/03/07,3,7,2924, Germania ,3387
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.0554,142.8518,Australia,Victoria,2012,2012/03/07,3,7,2925, Concongella ,3384
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-36.8161,144.2292,Australia,Victoria,2012,2012/05/14,5,14,2926, Kangaroo Flat ,3555
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6975,142.7259,Australia,Victoria,2012,2012/02/01,2,1,2927, Wickliffe ,3379
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-36.2,146.2,Australia,Victoria,2012,2012/01/16,1,16,2928, Killawarra ,3678
Acacia baileyana F.Muell.,Acacia baileyana,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-36.7447,143.6761,Australia,Victoria,2012,2012/10/04,10,4,2929, Moliagul ,3472
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-36.5,144,Australia,Victoria,2012,2012/02/09,2,9,2930, Serpentine ,3517
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.132,144.335,Australia,Victoria,2012,2012/06/18,6,18,2931, Taradale ,3447
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6939,144.9528,Australia,Victoria,2013,2013/10/03,10,3,2932, Broadmeadows ,3047
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-38.3202,144.3242,Australia,Victoria,2013,2013/04/05,4,5,2933, Torquay ,3228
Acacia baileyana F.Muell.,Acacia baileyana,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.28333333,145.05,Australia,Victoria,2013,2013/08/31,8,31,2934, Kilmore East ,3764
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-38.3656,143.9487,Australia,Victoria,2013,2013/11/10,11,10,2935, Bambra ,3241
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-38.4057,144.1762,Australia,Victoria,2013,2013/03/08,3,8,2936, Anglesea ,3230
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.9053,144.6461,Australia,Victoria,2013,2013/03/26,3,26,2937, Werribee ,3030
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-38.1639,144.5772,Australia,Victoria,2013,2013/05/08,5,8,2938, Drysdale ,3222
Acacia baileyana,Acacia baileyana,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.493317,144.58748,Australia,Victoria,2013,2013/07/25,7,25,2939, Gisborne ,3437
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-38.1286,145.2886,Australia,Victoria,2013,2013/07/30,7,30,2940, Junction ,3977
Acacia baileyana,Acacia baileyana,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.46511667,145.0374972,Australia,Victoria,2014,2014/08/11,8,11,2941, Beveridge ,3753
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-36.786,144.356,Australia,Victoria,2014,2014/08/01,8,1,2942, Junortoun ,3551
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6298,145.2648,Australia,Victoria,2014,2014/09/07,9,7,2943, Panton Hill ,3759
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.7039,145.1569,Australia,Victoria,2014,2014/08/11,8,11,2944, Eltham ,3095
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-38.0728,145.2777,Australia,Victoria,2014,2014/06/19,6,19,2945, Cranbourne North ,3977
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.5622,144.7194,Australia,Victoria,2014,2014/02/27,2,27,2946, Sunbury ,3429
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.7262,143.7062,Australia,Victoria,2014,2014/07/09,7,9,2947, Staffordshire Reef ,3351
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6335,145.3513,Australia,Victoria,2014,2014/09/07,9,7,2948, Christmas Hills ,3775
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6141,145.2055,Australia,Victoria,2014,2014/09/29,9,29,2949, Cottles Bridge ,3099
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.4778,145.1558,Australia,Victoria,2014,2014/04/09,4,9,2950, Whittlesea ,3757
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-38.0231,145.2927,Australia,Victoria,2014,2014/07/24,7,24,2951, Narre Warren ,3805
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6664,145.1663,Australia,Victoria,2014,2014/07/28,7,28,2952, Diamond Creek ,3089
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.7658,145.2145,Australia,Victoria,2014,2014/05/21,5,21,2953, Park Orchards ,3114
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6393,145.3411,Australia,Victoria,2014,2014/10/09,10,9,2954, Christmas Hills ,3775
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6473,145.3368,Australia,Victoria,2015,2015/08/24,8,24,2955, Christmas Hills ,3775
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6544,145.2989,Australia,Victoria,2015,2015/08/25,8,25,2956, Christmas Hills ,3775
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.603,145.193,Australia,Victoria,2015,2015/08/20,8,20,2957, Nutfield ,3099
Acacia baileyana,Cootamundra Wattle,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.6617,145.1216,Australia,Victoria,2016,2016/09/24,9,24,2958, Plenty ,3090
Acacia baileyana,Acacia baileyana,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.62550532,145.3349268,Australia,Victoria,2017,2017/08/11,8,11,2959, Christmas Hills ,3775
Acacia baileyana,Acacia baileyana,Acacia baileyana,species,Plantae,Charophyta,Equisetopsida,Fabaceae,Acacia,Acacia baileyana,-37.74615833,145.2209744,Australia,Victoria,2017,2017/08/20,8,20,2960, Warrandyte ,3113
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.2972,146.8338,Australia,Victoria,2000,2000/09/07,9,7,2961, Willung South ,3847
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.4483,147.1005,Australia,Victoria,2000,2000/11/10,11,10,2962, Giffard ,3851
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.7997,148.4352,Australia,Victoria,2000,2000/08/24,8,24,2963, Corringle ,3888
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.402,146.845,Australia,Victoria,2000,2000/09/04,9,4,2964, Darriman ,3851
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.25,146.743,Australia,Victoria,2000,2000/09/20,9,20,2965, Hiamdale ,3847
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.1816,147.3827,Australia,Victoria,2000,2000/10/04,10,4,2966, Dutson Downs ,3851
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.7058,147.9908,Australia,Victoria,2000,2000/05/08,5,8,2967, Nowa Nowa ,3887
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.3377,146.9933,Australia,Victoria,2000,2000/11/09,11,9,2968, Stradbroke ,3851
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.7883,148.4327,Australia,Victoria,2000,2000/08/24,8,24,2969, Corringle ,3888
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.3647,146.8394,Australia,Victoria,2000,2000/09/06,9,6,2970, Willung South ,3847
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.385,146.843,Australia,Victoria,2000,2000/09/03,9,3,2971, Darriman ,3851
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.3447,146.8366,Australia,Victoria,2000,2000/09/06,9,6,2972, Willung South ,3847
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.3522,146.8394,Australia,Victoria,2000,2000/09/06,9,6,2973, Willung South ,3847
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.477,146.855,Australia,Victoria,2000,2000/09/07,9,7,2974, Woodside ,3874
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.9,147.5,Australia,Victoria,2000,2000/09/24,9,24,2975, Goon Nure ,3875
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.4572,146.8488,Australia,Victoria,2000,2000/09/05,9,5,2976, Woodside ,3874
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.3341,146.8355,Australia,Victoria,2000,2000/09/06,9,6,2977, Willung South ,3847
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-38.1233,147.4658,Australia,Victoria,2000,2000/12/07,12,7,2978, Loch Sport ,3851
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6772,148.7416,Australia,Victoria,2001,2001/07/26,7,26,2979, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6697,148.7344,Australia,Victoria,2001,2001/07/26,7,26,2980, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.67,148.75,Australia,Victoria,2001,2001/07/27,7,27,2981, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6672,148.7536,Australia,Victoria,2001,2001/07/30,7,30,2982, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6761,148.7386,Australia,Victoria,2001,2001/06/20,6,20,2983, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6819,148.7316,Australia,Victoria,2001,2001/07/28,7,28,2984, Falls Creek Memorial Trail,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6755,148.7361,Australia,Victoria,2001,2001/06/18,6,18,2985, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6625,148.7541,Australia,Victoria,2001,2001/07/27,7,27,2986, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6702,148.7444,Australia,Victoria,2001,2001/07/26,7,26,2987, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.5694,149.2675,Australia,Victoria,2001,2001/01/03,1,3,2988, Tamboon ,3890
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.673,148.742,Australia,Victoria,2001,2001/06/22,6,22,2989, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6705,148.7372,Australia,Victoria,2001,2001/06/27,6,27,2990, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.7,149.2,Australia,Victoria,2001,2001/10/13,10,13,2991, Tamboon ,3890
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.8016,148.4383,Australia,Victoria,2001,2001/05/21,5,21,2992, Corringle ,3888
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6747,148.7413,Australia,Victoria,2001,2001/06/20,6,20,2993, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6691,148.7508,Australia,Victoria,2001,2001/07/27,7,27,2994, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6719,148.7475,Australia,Victoria,2001,2001/07/26,7,26,2995, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6822,148.7402,Australia,Victoria,2001,2001/07/28,7,28,2996, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6694,148.7372,Australia,Victoria,2001,2001/06/27,6,27,2997, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6716,148.7516,Australia,Victoria,2001,2001/07/31,7,31,2998, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.668,148.753,Australia,Victoria,2001,2001/07/31,7,31,2999, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6775,148.7313,Australia,Victoria,2001,2001/06/17,6,17,3000, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.67,148.74,Australia,Victoria,2001,2001/06/26,6,26,3001, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6725,148.7333,Australia,Victoria,2001,2001/06/17,6,17,3002, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6738,148.7391,Australia,Victoria,2001,2001/06/19,6,19,3003, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.8038,148.0394,Australia,Victoria,2001,2001/11/12,11,12,3004, Toorloo Arm ,3909
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.685,148.737,Australia,Victoria,2001,2001/07/28,7,28,3005, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6727,148.7508,Australia,Victoria,2001,2001/07/01,7,1,3006, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.7933,148.6891,Australia,Victoria,2001,2001/04/13,4,13,3007, Marlo ,3888
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6652,148.7522,Australia,Victoria,2001,2001/07/27,7,27,3008, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.673,148.741,Australia,Victoria,2001,2001/06/22,6,22,3009, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6683,148.7397,Australia,Victoria,2001,2001/07/24,7,24,3010, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.668,148.745,Australia,Victoria,2001,2001/06/25,6,25,3011, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6827,148.7297,Australia,Victoria,2001,2001/07/28,7,28,3012, Falls Creek Memorial Trail,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6669,148.7397,Australia,Victoria,2001,2001/07/24,7,24,3013, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.8002,148.4383,Australia,Victoria,2001,2001/05/21,5,21,3014, Corringle ,3888
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6688,148.7538,Australia,Victoria,2001,2001/07/31,7,31,3015, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6641,148.7516,Australia,Victoria,2001,2001/07/27,7,27,3016, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.677,148.738,Australia,Victoria,2001,2001/06/20,6,20,3017, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6786,148.7305,Australia,Victoria,2001,2001/06/16,6,16,3018, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.679,148.735,Australia,Victoria,2001,2001/07/28,7,28,3019, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6719,148.7419,Australia,Victoria,2001,2001/06/22,6,22,3020, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.675,148.747,Australia,Victoria,2001,2001/06/24,6,24,3021, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6752,148.7444,Australia,Victoria,2001,2001/07/26,7,26,3022, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.675,148.738,Australia,Victoria,2001,2001/06/19,6,19,3023, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6747,148.7438,Australia,Victoria,2001,2001/06/22,6,22,3024, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.67,148.74,Australia,Victoria,2001,2001/06/26,6,26,3025, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.745,148.418,Australia,Victoria,2001,2001/05/23,5,23,3026, Newmerella ,3886
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.67,148.75,Australia,Victoria,2001,2001/06/21,6,21,3027, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6747,148.7338,Australia,Victoria,2001,2001/06/21,6,21,3028, Cabbage Tree Creek ,3889
Banksia serrata,Saw Banksia,Banksia serrata,species,Plantae,Charophyta,Equisetopsida,Proteaceae,Banksia,Banksia serrata,-37.6675,148.7547,Australia,Victoria,2001,2001/07/31,7,31,3029, Cabbage Tree Creek ,3889
